,personal__score,personal__credit_limit,personal__credit_utilisation,personal__number_of_accounts,personal__age_of_oldest_account,personal__missed_payments_last_12m,personal__year_of_birth,company__liabilities,company__score,company__opinion,company__turnover,company__number_of_employees,company__region,company__assets,company__year_of_incorporation,loan_amount,outcome,loan_duration
2360,83,0,0.2,7,16,1,2005,13000.0,35,Woeful,0.0,1,London,41000.0,2014,15000,True,360
2361,58,1000,0.2,2,21,0,1931,172000.0,45,Outstanding,85958000.0,7895,South West,10926000.0,2002,5000,True,360
2362,78,1000,0.2,7,7,4,1957,89000.0,38,Woeful,29000.0,1,London,39000.0,2012,5000,True,360
2363,67,1000,0.2,9,6,2,1950,56000.0,49,Poor,0.0,1,North West,14000.0,1988,10000,False,360
2364,44,0,0.2,1,14,0,1961,815000.0,70,Poor,2124000.0,1076,Wales,258000.0,2008,10000,False,360
2365,42,5000,0.2,9,25,0,2017,67000.0,25,Woeful,28000.0,1,West Midlands,57000.0,2005,1000,False,360
2366,80,0,0.2,0,15,3,1999,251000.0,31,Poor,57569000.0,19,South East,0.0,2012,20000,False,360
2367,85,5000,0.2,4,14,0,1913,399000.0,84,Good,37456000.0,497,East Midlands,3515000.0,1997,3000,False,360
2368,61,0,0.2,0,10,0,1930,37000.0,99,Outstanding,722162000.0,453,East,260081000.0,1971,20000,False,360
2369,80,5000,0.2,1,5,0,2013,22000.0,47,Poor,12000.0,1,London,0.0,2016,20000,True,360
2370,63,1000,0.2,6,16,0,1970,0.0,40,Poor,14423000.0,25,London,3995000.0,2007,15000,False,360
2371,80,0,0.2,2,16,0,1930,125000.0,54,Good,26555000.0,211,West Midlands,4371000.0,1976,20000,False,360
2372,77,5000,0.2,3,15,3,1984,30000.0,47,Poor,385000.0,23,East Midlands,120000.0,2009,4000,False,360
2373,40,0,0.2,8,7,0,1987,46000.0,57,Outstanding,0.0,3,Scotland,64000.0,1997,1000,False,360
2374,56,5000,0.2,1,10,2,1920,100000.0,43,Poor,375000.0,3,East,0.0,1995,2000,False,360
2375,69,5000,0.2,8,22,5,1925,95000.0,46,Poor,69000.0,1,London,26000.0,1989,30000,False,360
2376,41,1000,0.2,1,8,0,1948,121000.0,29,Good,130000.0,7,North West,88000.0,2000,3000,False,360
2377,79,1000,0.2,4,12,1,1927,372000.0,63,Poor,4354000.0,565,South East,0.0,2007,10000,False,360
2378,81,1000,0.2,10,21,0,1923,120000.0,72,Woeful,18979000.0,29,South East,385000.0,2002,3000,False,360
2379,66,1000,0.2,8,15,0,1981,51000.0,99,Outstanding,29239000.0,928,South West,59901000.0,2006,15000,False,360
2380,62,0,0.2,0,13,3,2010,26000.0,37,Good,10000.0,1,Yorkshire and the Humber,0.0,1974,1000,False,360
2381,62,5000,0.2,5,7,4,1935,0.0,30,Poor,82000.0,1,North West,0.0,2010,20000,False,360
2382,49,5000,0.2,4,8,1,1923,0.0,75,Good,3346000.0,18,West Midlands,478000.0,2000,30000,False,360
2383,78,0,0.2,3,4,2,1918,17000.0,52,Woeful,88000.0,1,London,12000.0,1997,20000,False,360
2384,51,0,0.2,3,22,0,1915,141000.0,69,Outstanding,110000.0,4,East Midlands,155000.0,1995,10000,False,360
2385,67,1000,0.2,6,20,0,1955,83000.0,61,Outstanding,227703000.0,7178,South West,265000.0,2015,20000,False,360
2386,58,1000,0.2,0,22,1,1935,25000.0,79,Poor,0.0,19,West Midlands,1783000.0,1981,30000,False,360
2387,69,5000,0.2,2,4,1,1976,50000.0,18,Poor,24000.0,1,London,59000.0,1993,3000,False,360
2388,75,0,0.2,6,22,2,1968,45000.0,84,Good,99781000.0,159,North East,666000.0,2013,2000,False,360
2389,65,5000,0.2,6,19,3,1931,148000.0,4,Woeful,159000.0,4,East Midlands,42000.0,2018,30000,False,360
2390,20,1000,0.2,0,28,0,2016,25000.0,99,Outstanding,16203000.0,42,East Midlands,5265000.0,2006,1000,False,360
2391,56,1000,0.2,7,12,3,2012,34000.0,76,Good,550840000.0,6274,North East,0.0,1974,30000,False,360
2392,44,1000,0.2,2,17,1,1929,48000.0,99,Outstanding,53388000.0,4251,East,12087000.0,1989,30000,False,360
2393,87,0,0.2,10,9,0,1922,67000.0,12,Poor,0.0,1,Wales,92000.0,2010,30000,True,360
2394,57,0,0.2,6,6,1,1987,22000.0,69,Outstanding,117000.0,35,London,127000.0,1978,3000,False,360
2395,70,0,0.2,9,16,5,1921,106000.0,58,Poor,1020000.0,64,North West,39000.0,2018,15000,False,360
2396,52,0,0.2,4,18,1,2004,28000.0,26,Woeful,52000.0,2,Scotland,56000.0,2007,30000,False,360
2397,25,5000,0.2,1,14,0,1918,88000.0,99,Outstanding,790274000.0,47,Yorkshire and the Humber,8869000.0,1971,30000,False,360
2398,78,5000,0.2,3,12,3,1905,132000.0,49,Poor,95000.0,15,South East,113000.0,1979,4000,False,360
2399,55,1000,0.2,4,20,0,1960,104000.0,65,Outstanding,2762000.0,113,East Midlands,152000.0,1978,15000,False,360
2400,27,0,0.2,5,22,0,2002,0.0,61,Outstanding,30688000.0,466,South East,0.0,1995,30000,False,360
2401,42,1000,0.2,4,7,0,1951,123000.0,85,Good,74083000.0,49,London,7082000.0,1982,5000,False,360
2402,18,1000,0.2,2,8,0,1988,52000.0,57,Good,11442000.0,25,North West,3498000.0,1971,20000,False,360
2403,82,1000,0.2,2,19,1,1956,164000.0,58,Poor,74045000.0,54,North East,944000.0,1971,20000,False,360
2404,91,1000,0.2,10,2,6,1984,17000.0,35,Woeful,0.0,1,Scotland,98000.0,1974,20000,False,360
2405,58,5000,0.2,9,24,2,1989,251000.0,35,Outstanding,400000.0,11,London,0.0,1980,30000,False,360
2406,49,1000,0.2,2,11,2,2013,0.0,40,Outstanding,3947000.0,10,South West,113000.0,2001,1000,False,360
2407,81,1000,0.2,10,17,2,1992,44000.0,47,Poor,11000.0,1,North West,34000.0,2001,20000,False,360
2408,94,1000,0.2,0,13,1,1903,108000.0,85,Poor,89675000.0,74,Scotland,416000.0,1989,2000,False,360
2409,89,0,0.2,9,14,6,1936,16000.0,9,Poor,83000.0,1,Wales,18000.0,1988,25000,True,360
2410,94,5000,0.2,9,2,4,1929,12000.0,21,Good,68000.0,1,London,73000.0,2017,1000,False,360
2411,63,1000,0.2,5,7,0,1985,0.0,99,Outstanding,43585000.0,272,Yorkshire and the Humber,253294000.0,1998,30000,False,360
2412,72,0,0.2,7,11,0,1906,0.0,14,Good,12000.0,1,Yorkshire and the Humber,98000.0,2010,30000,False,360
2413,54,0,0.2,6,8,3,1946,0.0,57,Good,15967000.0,235,South West,0.0,1990,5000,False,360
2414,48,0,0.2,10,28,0,1908,51000.0,87,Outstanding,186311000.0,6011,North East,66475000.0,2015,30000,False,360
2415,48,5000,0.2,9,9,2,1912,54000.0,63,Poor,28000.0,1,North West,17000.0,2014,2000,False,360
2416,56,5000,0.2,0,20,3,1998,296000.0,31,Good,202000.0,11,Scotland,181000.0,1973,15000,False,360
2417,22,5000,0.2,2,20,0,2016,233000.0,85,Good,11143000.0,162,Ireland,118000.0,2003,2000,False,360
2418,87,5000,0.2,1,11,4,1963,18000.0,66,Good,359251000.0,9169,London,4339000.0,1983,3000,False,360
2419,77,1000,0.2,4,10,1,1961,85000.0,-2,Woeful,12000.0,1,North East,65000.0,1990,2000,False,360
2420,66,5000,0.2,4,13,0,1948,176000.0,61,Outstanding,10900000.0,43,Yorkshire and the Humber,10289000.0,1973,30000,False,360
2421,78,0,0.2,8,12,4,1928,33000.0,28,Good,870000.0,19,London,0.0,2018,1000,False,360
2422,52,1000,0.2,6,17,1,1982,19000.0,52,Woeful,92000.0,1,East Midlands,20000.0,1975,25000,True,360
2423,63,1000,0.2,4,11,0,1946,29000.0,31,Outstanding,82000.0,4,Wales,0.0,1983,10000,False,360
2424,61,1000,0.2,10,11,4,1975,56000.0,18,Good,14000.0,1,South East,55000.0,1984,30000,False,360
2425,55,1000,0.2,10,15,1,1996,0.0,55,Good,62000.0,1,South West,40000.0,1984,2000,False,360
2426,43,0,0.2,5,21,2,1978,34000.0,35,Good,22000.0,1,North East,60000.0,1981,5000,False,360
2427,14,1000,0.2,1,23,0,1999,140000.0,47,Outstanding,64600000.0,294,London,3026000.0,1986,30000,False,360
2428,91,5000,0.2,5,23,3,1996,37000.0,52,Woeful,43000.0,1,East,33000.0,1972,5000,False,360
2429,97,5000,0.2,0,12,9,1940,18000.0,99,Outstanding,31128000.0,1428,London,1301000.0,1997,30000,False,360
2430,45,0,0.2,6,13,1,1949,65000.0,59,Woeful,77000.0,4,South West,21000.0,1995,5000,False,360
2431,77,0,0.2,3,21,4,1981,68000.0,24,Good,521000.0,3,Northern Ireland,31000.0,2016,3000,False,360
2432,58,0,0.2,4,17,2,1944,21000.0,25,Woeful,28000.0,1,London,97000.0,1999,20000,False,360
2433,87,0,0.2,0,20,1,1924,47000.0,-1,Woeful,0.0,1,Wales,16000.0,1971,15000,False,360
2434,65,0,0.2,1,25,1,1911,219000.0,21,Good,300000.0,4,South East,0.0,2010,3000,False,360
2435,88,5000,0.2,8,16,0,1972,17000.0,35,Good,0.0,1,North East,20000.0,1981,5000,False,360
2436,82,0,0.2,4,18,4,1910,45000.0,53,Poor,20000.0,1,West Midlands,13000.0,2018,30000,True,360
2437,77,5000,0.2,1,5,1,1955,0.0,6,Good,55000.0,1,North West,27000.0,1972,5000,False,360
2438,84,5000,0.2,5,6,2,1945,97000.0,32,Poor,98000.0,1,North West,24000.0,2003,1000,False,360
2439,51,5000,0.2,9,7,0,1964,154000.0,79,Poor,21657000.0,11,East,173000.0,1996,5000,False,360
2440,75,5000,0.2,6,5,0,1962,0.0,13,Good,0.0,1,Yorkshire and the Humber,65000.0,1996,4000,False,360
2441,87,1000,0.2,8,8,4,2007,41000.0,28,Poor,143000.0,5,Scotland,42000.0,2007,5000,False,360
2442,92,0,0.2,6,7,6,1953,0.0,24,Woeful,31000.0,1,Northern Ireland,95000.0,1971,2000,False,360
2443,64,0,0.2,6,11,1,2013,204000.0,44,Woeful,1224000.0,31,North West,0.0,1990,30000,False,360
2444,63,0,0.2,4,4,3,2004,0.0,22,Woeful,23000.0,1,Scotland,32000.0,1990,20000,False,360
2445,68,1000,0.2,10,16,2,2003,14000.0,42,Poor,47000.0,1,South West,0.0,1987,5000,False,360
2446,64,0,0.2,5,19,0,2018,22000.0,45,Poor,24585000.0,180,London,371000.0,2003,10000,False,360
2447,56,1000,0.2,8,9,1,2006,60000.0,58,Good,1539000.0,12,Yorkshire and the Humber,0.0,2009,2000,False,360
2448,43,0,0.2,0,25,0,1905,49000.0,44,Poor,23000.0,1,Northern Ireland,15000.0,1978,1000,False,360
2449,74,5000,0.2,8,7,0,1965,0.0,25,Woeful,2747000.0,10,London,30000.0,1979,30000,False,360
2450,73,5000,0.2,8,22,0,1968,393000.0,72,Outstanding,91179000.0,4723,Ireland,1393000.0,1991,5000,False,360
2451,39,0,0.2,1,17,0,2002,92000.0,62,Good,0.0,21,London,3881000.0,2012,1000,False,360
2452,54,0,0.2,2,12,1,1911,37000.0,60,Woeful,84000.0,1,Scotland,37000.0,1973,1000,False,360
2453,61,5000,0.2,7,20,3,1914,181000.0,64,Outstanding,10742000.0,25,South West,1975000.0,2011,20000,False,360
2454,30,1000,0.2,6,21,0,2007,37000.0,36,Good,4987000.0,58,Scotland,124000.0,1983,5000,False,360
2455,84,5000,0.2,7,15,1,1963,160000.0,28,Poor,0.0,8,North East,24000.0,1983,4000,False,360
2456,65,1000,0.2,1,24,0,1933,108000.0,73,Poor,26046000.0,17,East Midlands,2560000.0,2012,1000,False,360
2457,41,0,0.2,9,24,0,1912,56000.0,55,Poor,272000.0,81,Yorkshire and the Humber,286000.0,2010,5000,False,360
2458,77,1000,0.2,6,13,2,1979,90000.0,16,Good,0.0,11,Scotland,0.0,1993,10000,False,360
2459,44,0,0.2,8,16,1,2017,856000.0,49,Woeful,19158000.0,12,West Midlands,0.0,1999,30000,False,360
2460,30,5000,0.2,4,23,0,1922,14000.0,87,Outstanding,182975000.0,4364,London,35812000.0,2017,5000,False,360
2461,97,0,0.2,6,21,5,2010,22000.0,5,Woeful,32000.0,1,South East,27000.0,2015,30000,True,360
2462,86,1000,0.2,9,21,1,1938,34000.0,55,Poor,1667000.0,240,East,3348000.0,2018,30000,False,360
2463,82,5000,0.2,10,6,6,1955,41000.0,61,Good,2161000.0,12,South West,0.0,1992,30000,False,360
2464,85,1000,0.2,0,25,1,2007,14000.0,99,Outstanding,212880000.0,198,North East,861000.0,2018,10000,False,360
2465,52,1000,0.2,2,28,0,1949,0.0,54,Outstanding,19566000.0,362,South East,596000.0,1970,30000,False,360
2466,79,5000,0.2,8,15,1,1923,24000.0,6,Woeful,45000.0,1,North West,11000.0,1987,5000,True,360
2467,61,0,0.2,4,13,0,1993,98000.0,47,Good,4328000.0,26,South East,206000.0,2012,15000,False,360
2468,83,0,0.2,1,20,0,1988,38000.0,90,Woeful,1769000.0,218,East,11651000.0,1975,5000,False,360
2469,74,0,0.2,6,24,0,1954,19000.0,73,Outstanding,12322000.0,32,Yorkshire and the Humber,1032000.0,1985,10000,False,360
2470,44,1000,0.2,5,15,0,1903,52000.0,86,Good,2542000.0,86,South East,6211000.0,1984,4000,False,360
2471,52,0,0.2,8,11,0,1963,151000.0,55,Good,570553000.0,245,East Midlands,8435000.0,2003,25000,False,360
2472,17,0,0.2,2,25,0,1997,55000.0,99,Outstanding,11645000.0,5173,Scotland,9936000.0,2009,5000,False,360
2473,86,5000,0.2,3,13,3,1923,0.0,23,Woeful,314000.0,5,West Midlands,16000.0,1987,5000,False,360
2474,84,1000,0.2,5,18,5,1996,0.0,13,Poor,29000.0,1,South East,12000.0,1977,4000,False,360
2475,96,1000,0.2,10,8,6,2011,350000.0,41,Poor,991000.0,36,London,417000.0,2018,1000,False,360
2476,87,0,0.2,3,6,3,1938,33000.0,26,Woeful,311000.0,2,North East,37000.0,1981,10000,False,360
2477,67,5000,0.2,5,19,3,2012,396000.0,31,Poor,3786000.0,60,Yorkshire and the Humber,63000.0,1984,1000,False,360
2478,82,5000,0.2,1,15,1,1925,54000.0,66,Poor,82000.0,4,Wales,36000.0,1999,2000,False,360
2479,96,5000,0.2,6,2,3,1953,143000.0,30,Woeful,13020000.0,59,East,614000.0,1972,30000,False,360
2480,99,0,0.2,6,16,5,1998,105000.0,36,Poor,15258000.0,41,Yorkshire and the Humber,0.0,2001,30000,True,360
2481,87,5000,0.2,3,18,1,2008,0.0,63,Woeful,8374000.0,145,North West,728000.0,2001,15000,False,360
2482,73,5000,0.2,5,9,0,1983,320000.0,55,Poor,3986000.0,121,Yorkshire and the Humber,93000.0,2010,10000,False,360
2483,55,1000,0.2,9,14,0,1968,49000.0,45,Good,314000.0,3,Scotland,82000.0,2009,2000,False,360
2484,55,5000,0.2,7,18,2,1943,0.0,99,Outstanding,1131936000.0,5594,South West,115513000.0,2007,10000,False,360
2485,97,1000,0.2,1,22,0,2003,46000.0,21,Woeful,14000.0,1,West Midlands,0.0,2009,5000,True,360
2486,46,5000,0.2,3,14,0,1917,164000.0,76,Good,1082000.0,13,Yorkshire and the Humber,78000.0,1971,4000,False,360
2487,88,1000,0.2,3,13,1,1978,136000.0,53,Good,96000.0,1,East,73000.0,1974,3000,False,360
2488,71,0,0.2,9,10,3,1983,0.0,26,Woeful,24000.0,1,Northern Ireland,0.0,1970,5000,False,360
2489,74,1000,0.2,4,16,0,1941,20000.0,87,Poor,0.0,14,East Midlands,427000.0,1994,20000,False,360
2490,67,1000,0.2,5,6,2,1980,20000.0,58,Outstanding,647000.0,6,South East,0.0,1995,3000,False,360
2491,70,0,0.2,5,9,3,2000,0.0,33,Good,15000.0,1,London,91000.0,2011,3000,True,360
2492,27,0,0.2,3,14,0,1973,19000.0,73,Good,0.0,54,South West,166000.0,1985,5000,False,360
2493,49,5000,0.2,1,21,0,1984,149000.0,43,Poor,556914000.0,2581,East Midlands,6508000.0,2008,10000,False,360
2494,75,5000,0.2,0,3,6,2001,47000.0,78,Good,56201000.0,2592,East Midlands,0.0,1983,5000,False,360
2495,77,5000,0.2,5,28,0,1959,24000.0,84,Outstanding,277871000.0,26,North West,574000.0,1983,30000,False,360
2496,30,0,0.2,7,12,0,1971,51000.0,56,Good,44250000.0,40,Wales,106911000.0,1982,10000,False,360
2497,85,5000,0.2,2,2,5,1961,16000.0,12,Good,0.0,1,East Midlands,43000.0,1991,1000,False,360
2498,91,5000,0.2,5,15,0,1965,0.0,45,Outstanding,4651000.0,186,East,378000.0,1999,30000,False,360
2499,79,5000,0.2,0,14,1,1991,69000.0,81,Woeful,222000.0,5,London,56000.0,2009,4000,False,360
2500,36,0,0.2,1,18,0,1914,446000.0,30,Poor,329000.0,9,East,291000.0,1977,5000,False,360
2501,45,0,0.2,3,11,0,1949,0.0,80,Good,26436000.0,1820,Ireland,19425000.0,2008,1000,False,360
2502,78,5000,0.2,4,5,1,1906,29000.0,36,Woeful,15000.0,1,London,92000.0,1981,4000,True,360
2503,70,0,0.2,10,9,4,1989,253000.0,66,Outstanding,28043000.0,26,Yorkshire and the Humber,118000.0,1990,20000,False,360
2504,58,1000,0.2,1,13,3,1940,110000.0,62,Woeful,189000.0,10,South West,64000.0,1998,5000,False,360
2505,50,0,0.2,6,8,2,1906,225000.0,43,Good,2195000.0,62,North West,243000.0,2017,30000,False,360
2506,67,1000,0.2,6,12,3,1952,51000.0,51,Poor,276000.0,3,North East,87000.0,1971,2000,False,360
2507,79,5000,0.2,7,19,2,1972,13000.0,16,Good,0.0,1,South East,0.0,1980,3000,False,360
2508,56,5000,0.2,2,21,2,1948,122000.0,50,Outstanding,192273000.0,93,South East,10215000.0,1978,2000,False,360
2509,58,1000,0.2,0,26,1,1958,183000.0,44,Good,18444000.0,285,Scotland,0.0,1987,15000,False,360
2510,66,1000,0.2,8,6,2,1935,0.0,31,Poor,99000.0,1,London,41000.0,2018,1000,False,360
2511,52,5000,0.2,10,21,0,1986,98000.0,58,Good,229834000.0,409,Yorkshire and the Humber,21095000.0,1975,30000,False,360
2512,77,0,0.2,0,18,0,2002,39000.0,72,Outstanding,19933000.0,1476,Scotland,8627000.0,1974,30000,False,360
2513,87,0,0.2,10,20,1,1984,111000.0,50,Poor,92000.0,9,South East,219000.0,1993,20000,False,360
2514,76,1000,0.2,6,23,0,2006,56000.0,17,Woeful,774000.0,3,Yorkshire and the Humber,13000.0,1999,15000,False,360
2515,46,0,0.2,1,22,0,1929,504000.0,60,Outstanding,9901000.0,141,Northern Ireland,268000.0,2014,30000,False,360
2516,85,5000,0.2,0,12,5,1930,745000.0,31,Poor,1762000.0,8,North West,36000.0,1979,15000,False,360
2517,56,0,0.2,1,13,1,1957,29000.0,90,Outstanding,177719000.0,64,Wales,133761000.0,2011,3000,False,360
2518,82,0,0.2,8,9,0,2015,164000.0,38,Good,2061000.0,8,South West,287000.0,2014,20000,False,360
2519,55,1000,0.2,1,17,2,1939,27000.0,18,Woeful,61000.0,1,South East,20000.0,2017,1000,False,360
2520,40,5000,0.2,2,20,0,1919,0.0,76,Poor,11866000.0,15,Wales,961000.0,1993,3000,False,360
2521,22,5000,0.2,9,11,0,1948,23000.0,56,Outstanding,14945000.0,1466,North East,334343000.0,2007,5000,False,360
2522,56,5000,0.2,0,18,0,1990,33000.0,59,Woeful,55000.0,1,West Midlands,14000.0,1993,1000,False,360
2523,63,0,0.2,9,10,0,1936,66000.0,81,Poor,112000.0,4,Yorkshire and the Humber,0.0,1974,10000,False,360
2524,93,5000,0.2,8,8,0,1999,275000.0,79,Outstanding,37034000.0,8566,London,16531000.0,2006,30000,False,360
2525,26,0,0.2,4,9,0,2010,265000.0,29,Good,2666000.0,202,South West,511000.0,1975,30000,False,360
2526,95,1000,0.2,8,9,0,1937,49000.0,34,Woeful,0.0,1,East Midlands,52000.0,2006,20000,True,360
2527,63,5000,0.2,6,24,2,1944,27000.0,40,Poor,16000.0,1,East,40000.0,1970,5000,False,360
2528,72,0,0.2,6,23,3,1946,26000.0,27,Poor,32000.0,1,Wales,0.0,1995,30000,False,360
2529,89,1000,0.2,1,12,0,2008,81000.0,-3,Poor,17000.0,1,East Midlands,0.0,2015,10000,False,360
2530,41,1000,0.2,8,6,0,2010,0.0,99,Outstanding,7792000.0,2617,South West,10597000.0,1983,5000,False,360
2531,92,5000,0.2,2,1,2,1914,71000.0,53,Good,11000.0,1,Yorkshire and the Humber,28000.0,1987,30000,True,360
2532,63,0,0.2,9,5,2,1958,16000.0,25,Poor,23000.0,1,North West,12000.0,2018,2000,False,360
2533,32,5000,0.2,10,25,0,1924,23000.0,35,Poor,1686000.0,42,East,269000.0,1970,1000,False,360
2534,55,5000,0.2,5,9,0,2009,105000.0,99,Outstanding,440789000.0,7745,North East,67200000.0,1987,30000,False,360
2535,88,0,0.2,5,13,1,1928,58000.0,5,Poor,73000.0,1,Scotland,13000.0,2016,4000,False,360
2536,71,1000,0.2,1,14,0,1967,18000.0,43,Poor,24000.0,1,East Midlands,41000.0,2001,20000,False,360
2537,23,0,0.2,3,9,0,1933,26000.0,87,Outstanding,74689000.0,293,South West,1581000.0,1996,20000,False,360
2538,17,1000,0.2,0,27,0,2013,39000.0,62,Good,105746000.0,93,South East,2326000.0,2004,1000,False,360
2539,69,5000,0.2,9,6,0,1908,66000.0,60,Woeful,17871000.0,174,South East,510000.0,1981,15000,False,360
2540,64,0,0.2,3,19,2,1945,213000.0,78,Poor,84148000.0,2092,Yorkshire and the Humber,1768000.0,1980,5000,False,360
2541,67,5000,0.2,9,20,0,1974,21000.0,75,Poor,586000.0,5,East Midlands,114000.0,1986,2000,False,360
2542,37,5000,0.2,2,22,0,1965,47000.0,99,Outstanding,262990000.0,53,London,2769000.0,2006,2000,False,360
2543,47,0,0.2,7,9,1,1979,32000.0,20,Woeful,90000.0,1,South East,41000.0,1992,10000,False,360
2544,53,5000,0.2,6,24,1,1990,12000.0,1,Good,41000.0,1,London,22000.0,1980,10000,True,360
2545,76,5000,0.2,8,21,1,2002,0.0,34,Good,34000.0,1,East,21000.0,1981,1000,False,360
2546,45,0,0.2,7,24,0,1967,220000.0,39,Outstanding,19901000.0,43,West Midlands,264000.0,2011,5000,False,360
2547,82,0,0.2,0,6,1,2010,70000.0,54,Good,21000.0,1,East,58000.0,2005,10000,False,360
2548,36,0,0.2,8,27,0,1955,101000.0,70,Good,63090000.0,88,East Midlands,12488000.0,1990,5000,False,360
2549,49,5000,0.2,3,24,0,1970,25000.0,65,Poor,1193000.0,12,London,26000.0,1990,30000,False,360
2550,64,1000,0.2,1,6,0,1926,174000.0,51,Woeful,178000.0,6,East,22000.0,1978,2000,False,360
2551,69,5000,0.2,5,18,1,2002,631000.0,55,Outstanding,6701000.0,101,East Midlands,333000.0,1997,1000,False,360
2552,91,5000,0.2,7,3,0,1937,0.0,40,Woeful,29000.0,1,South West,65000.0,1994,4000,False,360
2553,41,0,0.2,5,21,0,1927,21000.0,71,Poor,795000.0,16,Scotland,209000.0,1988,30000,False,360
2554,54,5000,0.2,3,5,0,1990,71000.0,15,Woeful,11000.0,1,East Midlands,49000.0,1972,30000,False,360
2555,59,0,0.2,1,24,1,1999,116000.0,25,Good,98000.0,1,South East,38000.0,2008,30000,False,360
2556,42,5000,0.2,4,6,1,1942,187000.0,48,Outstanding,0.0,22,South East,0.0,2000,5000,False,360
2557,39,0,0.2,0,11,0,1983,157000.0,53,Poor,2495000.0,35,London,95000.0,1992,1000,False,360
2558,75,5000,0.2,4,4,3,1992,0.0,81,Good,206538000.0,39,Scotland,1001000.0,1995,30000,False,360
2559,39,0,0.2,5,25,0,1947,100000.0,43,Good,30575000.0,187,South East,0.0,2017,10000,False,360
2560,86,0,0.2,10,23,5,1942,51000.0,24,Poor,40000.0,1,Northern Ireland,96000.0,2003,2000,False,360
2561,59,1000,0.2,6,22,0,1951,95000.0,84,Outstanding,43684000.0,192,Scotland,0.0,1991,20000,False,360
2562,76,0,0.2,4,10,0,1912,39000.0,31,Woeful,86457000.0,24,South East,0.0,1981,20000,False,360
2563,98,5000,0.2,8,17,0,1916,34000.0,39,Woeful,46000.0,1,East Midlands,0.0,1979,30000,False,360
2564,62,1000,0.2,9,16,2,1948,35000.0,45,Poor,161000.0,31,Northern Ireland,25000.0,2016,5000,False,360
2565,93,1000,0.2,5,15,0,1979,316000.0,65,Poor,5946000.0,15,South East,150000.0,2014,1000,False,360
2566,47,0,0.2,3,10,0,1942,45000.0,38,Outstanding,72418000.0,541,Wales,302000.0,1975,5000,False,360
2567,53,1000,0.2,9,9,2,1907,18000.0,99,Outstanding,1009873000.0,74,London,2201000.0,1972,3000,False,360
2568,62,5000,0.2,0,9,3,1925,212000.0,39,Good,6115000.0,13,South West,101000.0,1992,4000,False,360
2569,93,1000,0.2,6,20,0,1994,240000.0,42,Outstanding,12703000.0,23,London,100000.0,1983,5000,False,360
2570,60,0,0.2,1,5,3,1936,0.0,-1,Poor,0.0,1,South West,12000.0,2003,5000,True,360
2571,92,0,0.2,8,11,3,1964,89000.0,-15,Poor,20000.0,1,West Midlands,88000.0,1989,20000,True,360
2572,50,5000,0.2,8,13,0,1946,26000.0,52,Outstanding,49074000.0,3973,Yorkshire and the Humber,728000.0,1989,3000,False,360
2573,58,0,0.2,9,12,0,1921,18000.0,99,Outstanding,1159414000.0,542,Scotland,5608000.0,1981,30000,False,360
2574,94,1000,0.2,2,8,7,1974,21000.0,11,Poor,18000.0,1,East Midlands,57000.0,1983,2000,False,360
2575,56,0,0.2,6,12,1,1913,562000.0,40,Woeful,2184000.0,5,East,69000.0,1988,30000,False,360
2576,82,1000,0.2,5,15,1,1997,80000.0,58,Good,16289000.0,4060,London,311000.0,1978,30000,False,360
2577,51,1000,0.2,5,12,0,1964,23000.0,99,Outstanding,62389000.0,76,North West,66803000.0,2001,30000,False,360
2578,85,5000,0.2,1,7,1,1958,0.0,31,Woeful,11000.0,1,East Midlands,0.0,1976,1000,False,360
2579,72,5000,0.2,9,21,3,2014,274000.0,65,Poor,11458000.0,26,North West,713000.0,1988,5000,False,360
2580,79,0,0.2,7,3,2,1982,32000.0,23,Poor,62000.0,1,West Midlands,81000.0,2017,5000,False,360
2581,89,0,0.2,9,12,0,2010,0.0,62,Poor,16000.0,1,East Midlands,76000.0,1992,10000,False,360
2582,42,1000,0.2,3,25,0,1938,217000.0,54,Outstanding,1569000.0,445,East Midlands,469000.0,2010,1000,False,360
2583,70,0,0.2,7,24,1,1933,109000.0,50,Outstanding,32128000.0,67,East,2626000.0,1970,3000,False,360
2584,44,0,0.2,3,11,0,1948,0.0,99,Outstanding,215068000.0,39,North West,6892000.0,1970,1000,False,360
2585,49,5000,0.2,5,25,0,1903,0.0,99,Outstanding,572854000.0,729,London,4302000.0,1981,30000,False,360
2586,83,5000,0.2,9,19,0,1940,0.0,-2,Woeful,61000.0,1,Yorkshire and the Humber,23000.0,1974,20000,True,360
2587,52,0,0.2,0,16,0,1931,234000.0,54,Poor,7970000.0,165,South East,524000.0,1995,20000,False,360
2588,72,0,0.2,7,15,5,1968,84000.0,9,Good,19000.0,1,West Midlands,0.0,1993,1000,False,360
2589,48,0,0.2,10,10,0,2012,195000.0,47,Outstanding,14595000.0,187,Scotland,711000.0,2017,2000,False,360
2590,57,1000,0.2,4,24,0,1937,123000.0,57,Outstanding,104326000.0,4690,Scotland,87827000.0,2009,5000,False,360
2591,86,0,0.2,0,10,1,1992,66000.0,78,Good,22538000.0,71,South East,0.0,2006,1000,False,360
2592,57,5000,0.2,5,18,0,2017,141000.0,65,Poor,899085000.0,116,East,5367000.0,2006,2000,False,360
2593,62,0,0.2,3,7,3,1956,2256000.0,60,Good,33822000.0,159,East Midlands,37000.0,1970,4000,False,360
